The provided genome contains 5556 ORFs with an average length of 844 nucleotides.

Location  Strand    Length    
2643056   +         528       
2643088   -         432       
2643668   -         2313      
2645532   +         351       
2645981   -         4962      
2648321   +         306       
2650678   +         321       
2651138   +         858       
2652812   -         516       
2653021   +         345       
2653372   -         345       
2653730   -         1284      
2653833   +         684       
2655403   -         336       
2655740   -         1851      
2656284   +         375       
2657607   -         516       
2658218   -         324       
2658558   -         387       
2658972   -         1236      
2660298   -         489       
2661152   +         621       
2661238   -         741       
2662098   +         804       
2662148   -         651       
2663019   +         882       
2664070   +         1302      
2664878   -         318       
2665362   -         1140      
2666661   -         891       
2667688   +         1362      
2669175   +         390       
2669881   +         813       
2670703   +         1203      
2671930   +         495       
2672471   -         873       
2673188   +         555       
2673355   -         1095      
2674482   -         999       
2674544   +         831       
2675505   -         1512      
2677039   -         984       
2678119   -         3282      
2679575   +         393       
2680940   +         492       
2681519   +         1194      
2682871   +         1290      
2682909   -         1260      
2684470   +         1212      
2684559   -         531       
2685725   -         339       
2685760   +         345       
2686124   -         1161      
2687448   -         714       
2688326   -         1383      
2690311   -         3888      
2690987   +         1056      
2693336   +         438       
2695021   +         993       
2696009   -         537       
2696570   -         573       
2697343   +         921       
2697668   -         303       
2699653   -         732       
2699738   +         513       
2700396   -         729       
2701104   +         375       
2701136   -         705       
2701527   +         639       
2702038   -         681       
2702990   -         975       
2703980   -         1800      
2706453   -         936       
2707409   -         651       
2708092   -         576       
2709076   +         1623      
2709846   -         315       
2710682   -         558       
2711338   -         936       
2711552   +         1335      
2712301   -         321       
2713094   -         927       
2714130   +         537       
2714721   -         384       
2714839   +         378       
2715410   +         690       
2716146   -         1038      
2716720   +         603       
2717391   +         420       
2717754   -         345       
2717855   +         723       
2718609   +         2661      
2718691   -         405       
2720540   -         360       
2721383   +         1356      
2721448   -         450       
2723103   -         1299      
2730255   -         2586      
2730538   +         495       
2731126   +         333       
2731790   +         468       
2732958   -         426       
2733686   -         981       
2734260   +         315       
2734802   +         738       
2735728   -         537       
2735810   +         342       
2736401   +         1161      
2737603   -         1122      
2738735   -         1140      
2740016   +         366       
2740531   +         519       
2741105   +         1161      
2742281   +         483       
2742838   -         348       
2743227   -         768       
2744025   -         552       
2744592   -         309       
2745089   -         1362      
2745127   +         537       
2745825   +         615       
2746543   +         867       
2747475   +         1242      
2748364   -         375       
2748738   +         753       
2748770   -         594       
2749559   +         807       
2750451   +         1662      
2752261   +         342       
2752943   -         477       
2753552   +         483       
2754815   +         1242      
2755464   -         420       
2756299   -         1077      
2757641   +         1410      
2759203   +         627       
2760006   -         2004      
2762192   -         1617      
2763148   +         444       
2764574   +         1074      
2765691   +         321       
2766366   +         864       
2766775   -         390       
2767321   +         822       
2767842   -         309       
2768359   +         702       
2769088   +         693       
2769804   +         468       
2770495   -         315       
2770822   -         426       
2771974   +         1704      
2772257   -         330       
2774439   -         486       
2774575   +         459       
2775042   +         483       
2775113   -         357       
2775771   +         318       
2776109   +         330       
2776801   -         4677      
2781695   +         369       
2782293   -         792       
2783184   -         483       
2785053   +         333       
2785404   +         687       
2785664   -         570       
2786262   +         633       
2787536   +         1083      
2788114   -         576       
2788638   +         1269      
2789929   +         1449      
2790476   -         567       
2791385   +         1287      
2791408   -         477       
2792909   +         1401      
2794312   +         681       
2794992   -         450       
2796176   +         525       
2796746   -         405       
2797820   +         450       
2798305   -         345       
2798790   +         342       
2799621   +         411       
2799763   -         384       
2800043   +         2106      
2802158   +         960       
2803354   +         1320      
2804975   +         756       
2805537   -         336       
2805788   +         993       
2806246   -         423       
2807232   +         918       
2808273   +         738       
2809426   +         531       
2810083   +         1173      
2810982   -         549       
2811272   +         1539      
2811961   -         597       
2812873   -         516       
2813538   -         1323      
2815167   -         336       
2815592   -         567       
2816579   +         471       
2818036   -         2631      
2818544   +         330       
2818925   +         1830      
2820794   -         501       
2821363   -         1077      
2822504   -         498       
2823146   -         1134      
2824488   +         564       
2825504   +         504       
2825535   -         333       
2826018   +         372       
2826393   +         780       
2827277   +         360       
2827681   -         393       
2827703   +         774       
2828508   +         927       
2829430   -         1590      
2829464   +         303       
2830169   +         309       
2831101   -         558       
2831132   +         1440      
2832359   -         321       
2832679   +         1023      
2833828   -         2253      
2834828   +         324       
2836209   +         330       
2836233   -         528       
2836909   -         1020      
2838180   +         1458      
2838403   -         324       
2839640   +         1431      
2841228   -         438       
2841425   +         336       
2842098   -         720       
2842315   +         309       
2842865   -         543       
2842884   +         363       
2843417   -         1710      
2844276   +         837       
2845144   -         924       
2845203   +         372       
2845590   +         324       
2846070   -         1491      
2846842   +         312       
2847232   +         579       
2847893   -         513       
2848011   +         399       
2848629   -         462       
2849291   +         363       
2849393   -         351       
2849657   +         873       
2850129   -         327       
2850792   +         1122      
2851952   +         969       
2852994   +         2079      
2853986   -         366       
2855108   -         354       
2855749   +         2562      
2856312   -         372       
2858416   +         657       
2859122   -         798       
2860086   +         909       
2860105   -         405       
2861105   +         1053      
2861345   -         606       
2862246   -         309       
2862249   +         639       
2862892   +         777       
2863757   +         1365      
2864334   -         450       
2865140   +         642       
2865214   -         714       
2866269   -         1140      
2867548   -         441       
2868168   -         570       
2868910   -         1050      
2869715   +         423       
2870435   -         711       
2870688   +         369       
2871132   +         303       
2871164   -         312       
2871669   -         324       
2872042   -         321       
2872647   -         1428      
2874076   -         909       
2874518   +         387       
2875237   +         1038      
2877510   -         918       
2878379   +         369       
2878443   -         426       
2879029   -         675       
2879706   -         1092      
2880248   +         354       
2880810   -         462       
2881285   -         1509      
2883208   -         2667      
2885968   +         399       
2886233   -         735       
2887042   -         1653      
2887913   +         738       
2888754   -         1800      
2889752   +         333       
2890870   +         366       
2891313   +         1272      
2892852   +         576       
2893574   -         453       
2894431   -         738       
2894708   +         318       
2895188   -         1410      
2895394   +         336       
2896619   -         1455      
2896740   +         561       
2897649   +         345       
2898143   -         861       
2898718   +         309       
2899248   +         1278      
2900552   +         1479      
2903402   -         672       
2904298   +         942       
2904371   -         315       
2905254   +         1230      
2905298   -         1299      
2906684   -         1638      
2906778   +         390       
2907921   +         426       
2908549   -         792       
2909411   -         336       
2909664   +         363       
2910072   -         2235      
2912354   -         1302      
2913713   +         2757      
2916700   -         1341      
2918061   -         1341      
2918065   +         600       
2919403   -         1353      
2919485   +         522       
2921190   -         450       
2921657   -         678       
2921898   +         351       
2922439   -         330       
2924004   +         849       
2924994   +         1335      
2925074   -         318       
2926857   -         1842      
2926885   +         1290      
2928232   +         1368      
2929302   -         588       
2929822   +         645       
2930520   -         1152      
2931073   +         537       
2931696   -         648       
2932891   +         1317      
2934240   +         1776      
2934254   -         408       
2935573   -         381       
2936094   +         1449      
2936697   -         339       
2937544   +         423       
2938024   +         732       
2938798   -         828       
2939891   -         396       
2940210   +         390       
2940305   -         918       
2941993   +         1206      
2942214   -         339       
2942872   -         585       
2943312   +         330       
2943691   -         807       
2944736   -         1299      
2945217   +         411       
2946412   -         1344      
2946872   +         447       
2947864   -         519       
2947988   +         1242      
2949290   -         1530      
2949474   +         357       
2951116   -         3183      
2952224   +         306       
2954651   -         2889      
2957715   -         3369      
2957982   +         312       
2961404   -         366       
2961680   +         333       
2961808   -         516       
2962362   -         471       
2963016   -         795       
2963817   -         876       
2964137   +         321       
2964843   -         2247      
2967102   -         465       
2968318   +         690       
2968394   -         315       
2969076   +         714       
2970253   +         1041      
2970882   -         339       
2971324   -         1149      
2972510   -         2160      
2972745   +         318       
2974101   +         357       
2975255   +         1032      
2976292   -         1263      
2976956   +         372       
2977677   +         936       
2978598   -         693       
2979419   -         1524      
2979471   +         363       
2980690   +         303       
2981152   -         762       
2981943   -         729       
2981968   +         360       
2983066   -         1182      
2983781   +         360       
2984503   +         1230      
2985212   -         339       
2986159   +         666       
2987158   +         810       
2988050   +         393       
2988590   -         426       
2989210   +         447       
2989924   +         492       
2990750   +         1377      
2992595   +         477       
2993115   -         447       
2993969   -         432       
2995027   -         792       
2995586   +         303       
2995890   -         366       
2996689   -         807       
2997791   -         714       
2998962   +         2298      
3001270   +         879       
3001775   -         309       
3002190   +         435       
3002663   -         1779      
3004918   +         1191      
3006166   +         1197      
3007420   +         1212      
3008638   -         324       
3008684   +         1386      
3010117   +         933       
3010392   -         324       
3011269   -         1626      
3012942   -         603       
3013816   +         579       
3014716   +         3099      
3014819   -         333       
3016841   -         414       
3017817   +         1329      
3018245   -         363       
3019196   +         780       
3020056   +         2787      
3020730   -         333       
3023007   +         1401      
3024422   +         1320      
3025777   +         1368      
3026219   -         402       
3027179   -         330       
3027667   -         1935      
3029862   -         648       
3029954   +         1518      
3031721   +         549       
3032312   -         1518      
3032430   +         1416      
3033839   -         882       
3035023   +         327       
3035028   -         1593      
3035828   +         312       
3036767   -         711       
3036909   +         309       
3037502   -         795       
3038024   +         432       
3038511   +         522       
3038633   -         390       
3039055   +         315       
3039071   -         315       
3039969   +         981       
3041144   -         660       
3041967   -         312       
3042318   +         1440      
3042551   -         414       
3043139   -         528       
3043813   -         744       
3044823   -         2874      
3044959   +         504       
3045682   +         1131      
3047071   +         348       
3047815   -         390       
3048228   -         1095      
3049770   -         1203      
3050995   -         1152      
3051680   +         381       
3052170   -         1326      
3052444   +         693       
3053521   -         585       
3054011   +         309       
3054546   -         327       
3054699   +         747       
3055833   -         1233      
3056189   +         303       
3056597   +         360       
3057321   -         696       
3058343   +         960       
3059506   +         2145      
3060819   -         360       
3061718   +         921       
3062079   -         324       
3062649   +         786       
3063458   +         1479      
3064932   -         912       
3065995   -         708       
3066828   -         594       
3066850   +         324       
3067602   -         861       
3068643   +         435       
3068820   -         1080      
3069601   +         396       
3070114   -         1164      
3071327   -         1020      
3072111   +         363       
3072631   -         624       
3073341   -         510       
3073766   +         354       
3073872   -         852       
3074366   +         579       
3074834   -         1278      
3076126   -         1389      
3077542   -         444       
3078299   -         1992      
3079635   +         651       
3080443   +         885       
3081380   +         1017      
3081532   -         921       
3082590   -         1977      
3083464   +         303       
3085362   +         1155      
3086165   -         456       
3086940   +         1395      
3087433   -         318       
3087896   -         459       
3088411   +         498       
3088494   -         324       
3088822   -         540       
3089003   +         708       
3089790   +         732       
3090534   +         951       
3091593   +         564       
3092755   -         981       
3093080   +         315       
3093754   +         705       
3094476   +         567       
3095337   +         594       
3095931   -         411       
3096151   +         909       
3097213   -         972       
3097496   +         420       
3098337   -         1047      
3098728   +         468       
3099559   -         720       
3100788   -         720       
3101669   +         1053      
3102959   -         423       
3103086   +         1083      
3103784   -         390       
3104322   +         1305      
3105675   -         2196      
3107272   +         333       
3108308   +         609       
3108522   -         333       
3109245   -         537       
3109783   -         843       
3110328   +         312       
3110709   -         867       
3111722   -         411       
3112198   -         933       
3113205   -         4563      
3113521   +         654       
3115240   +         546       
3115786   +         819       
3118252   -         1683      
3120289   -         2172      
3121436   +         399       
3122482   -         405       
3122891   -         1224      
3122980   +         318       
3123514   +         330       
3124125   -         804       
3125177   -         1500      
3125902   +         348       
3126928   +         765       
3127698   -         1173      
3128834   +         1017      
3129145   -         357       
3129996   -         930       
3130229   +         423       
3131109   -         759       
3131899   -         699       
3132787   +         693       
3133527   -         1500      
3134107   +         483       
3135318   -         1860      
3135532   +         861       
3136723   +         375       
3137358   -         351       
3137383   +         867       
3138966   -         408       
3139447   -         360       
3139941   -         1596      
3140692   +         906       
3141641   -         1128      
3142809   -         870       
3143281   +         558       
3143798   -         1119      
3145511   -         381       
3145921   -         426       
3146553   +         1041      
3147632   -         495       
3148318   +         885       
3149473   -         426       
3149905   -         720       
3150814   +         1266      
3151887   -         333       
3152219   +         660       
3152917   -         1128      
3154011   +         1164      
3155279   +         828       
3156306   +         927       
3157582   -         2220      
3158225   +         1218      
3159912   -         1413      
3161399   -         738       
3162370   -         2259      
3163082   +         765       
3164766   -         1608      
3165667   +         690       
3166506   -         396       
3166742   +         312       
3167404   -         483       
3167939   -         393       
3168484   +         660       
3169284   +         1206      
3170534   -         333       
3171167   -         579       
3171186   +         582       
3171798   +         315       
3172159   -         1893      
3172526   +         567       
3174080   -         480       
3174661   -         528       
3175513   -         423       
3175936   -         630       
3176765   +         1488      
3178039   -         420       
3178367   +         705       
3179077   +         1161      
3180274   -         816       
3181206   +         774       
3182468   -         654       
3183436   +         351       
3184070   +         552       
3184843   +         366       
3185210   -         303       
3185280   +         792       
3186431   +         2091      
3188528   +         759       
3189288   +         1065      
3190864   +         630       
3191520   +         1662      
3193975   -         1434      
3194358   +         387       
3195107   +         456       
3195456   -         2841      
3195694   +         519       
3196885   +         369       
3198319   -         1302      
3199863   +         621       
3200594   -         321       
3200646   +         1140      
3201965   -         822       
3202876   -         369       
3203312   -         390       
3203350   +         618       
3203979   -         933       
3204583   +         312       
3205119   +         912       
3206169   -         423       
3206240   +         393       
3206680   +         1464      
3206742   -         342       
3208185   -         1014      
3209726   -         369       
3209763   +         1746      
3211703   +         1842      
3212371   -         345       
3212851   -         405       
3213622   -         507       
3214382   -         765       
3214554   +         312       
3215435   +         624       
3216211   -         1521      
3218039   +         1491      
3219570   -         333       
3220122   +         984       
3220475   -         510       
3221253   +         3129      
3222146   -         762       
3223499   -         522       
3224890   +         1434      
3225386   -         645       
3226457   +         1071      
3227544   +         2352      
3227969   -         333       
3230321   +         2019      
3230713   -         366       
3232796   -         315       
3233394   -         1167      
3233488   +         795       
3234616   +         504       
3235196   +         693       
3235949   +         1005      
3236047   -         309       
3237236   +         966       
3238600   +         1245      
3239848   -         552       
3240482   -         1488      
3240966   +         507       
3241984   -         1413      
3243760   +         1419      
3243996   -         462       
3244730   -         312       
3245293   +         792       
3245508   -         450       
3246429   +         663       
3247095   +         384       
3247610   +         384       
3248031   +         306       
3248339   +         405       
3249128   +         483       
3249680   +         987       
3250960   +         366       
3251567   +         357       
3251973   -         897       
3252975   +         702       
3253996   -         1311      
3254565   +         693       
3255334   -         1332      
3256940   -         1365      
3256960   +         330       
3257968   +         540       
3258376   -         390       
3258779   -         2295      
3259149   +         777       
3261166   +         1017      
3261477   -         357       
3262219   -         1308      
3263540   -         1332      
3264893   -         990       
3265981   -         939       
3267109   +         345       
3267688   +         561       
3268270   +         1188      
3270181   +         372       
3270479   -         1227      
3271006   +         438       
3271721   -         900       
3272641   -         771       
3273427   -         1335      
3274040   +         339       
3275137   +         1572      
3275616   -         315       
3276857   +         336       
3277710   -         810       
3277924   +         357       
3278453   +         303       
3278787   +         1263      
3279506   -         369       
3280072   +         474       
3280536   -         417       
3280556   +         402       
3280995   +         486       
3281831   +         1155      
3282998   +         861       
3284025   +         477       
3284540   +         804       
3285417   +         708       
3286125   +         756       
3287281   +         585       
3287945   +         696       
3288669   +         2517      
3291196   +         1092      
3292329   -         861       
3293255   +         2037      
3294558   -         363       
3295757   +         498       
3296264   +         576       
3296852   +         441       
3296952   -         1041      
3297368   +         354       
3298065   -         681       
3298447   +         390       
3299217   +         348       
3299326   -         444       
3299821   +         303       
3300109   -         504       
3300182   +         372       
3301340   +         996       
3301420   -         360       
3302119   -         450       
3302344   +         879       
3303303   +         1008      
3304427   -         1245      
3305825   -         1941      
3306207   +         375       
3307894   -         885       
3308879   +         1422      
3308887   -         2205      
3310397   +         651       
3311687   -         879       
3312631   -         402       
3312798   +         1716      
3313196   -         2673      
3315165   +         546       
3315868   +         360       
3315893   -         1488      
3316338   +         858       
3317408   -         423       
3318464   -         996       
3318492   +         1344      
3319842   -         1626      
3322027   -         333       
3322587   -         1170      
3323170   +         579       
3323917   -         849       
3324855   -         1935      
3325075   +         1488      
3326889   -         630       
3327574   -         303       
3328093   -         477       
3328818   +         1434      
3330436   -         1173      
3331624   -         966       
3332994   -         312       
3333040   +         474       
3333565   +         972       
3335089   -         1260      
3335348   +         342       
3336470   +         342       
3337110   -         636       
3337764   -         552       
3338216   +         426       
3338320   -         783       
3339110   -         810       
3340130   +         978       
3341121   +         987       
3341485   -         390       
3342128   +         567       
3342745   +         522       
3343373   +         420       
3343799   +         726       
3344572   +         1434      
3344679   -         561       
3346433   +         492       
3346970   +         855       
3348307   +         633       
3348935   -         672       
3349660   -         663       
3350543   -         2337      
3351906   +         303       
3352975   -         930       
3353027   +         330       
3354472   +         4569      
3354807   -         483       
3355488   -         666       
3356226   -         420       
3358929   -         657       
3359053   +         1419      
3360002   -         318       
3361031   +         765       
3361967   +         675       
3362662   +         2382      
3365082   +         438       
3365556   -         1017      
3365905   +         357       
3366781   +         717       
3367682   +         1128      
3368868   -         459       
3369329   -         507       
3369411   +         534       
3370201   -         690       
3370938   -         1491      
3372010   +         309       
3372537   -         894       
3372889   +         420       
3373552   -         792       
3374016   +         336       
3374724   +         1368      
3375451   -         588       
3376133   -         498       
3376197   +         420       
3376636   -         639       
3376964   +         330       
3377669   -         393       
3378077   -         429       
3378724   -         1128      
3380040   +         405       
3380598   +         1368      
3381031   -         378       
3382055   +         1068      
3382359   -         339       
3383184   -         939       
3383783   +         363       
3384558   +         471       
3385342   +         315       
3385419   -         345       
3386075   -         1968      
3388048   -         579       
3388070   +         375       
3389375   +         930       
3390437   -         1446      
3392280   +         453       
3392312   -         3654      
3392887   +         339       
3393768   +         354       
3395059   +         576       
3395965   +         318       
3396180   -         1314      
3397639   -         594       
3398241   -         417       
3398729   -         1104      
3398976   +         621       
3399898   -         1044      
3399930   +         339       
3401246   -         1941      
3401904   +         303       
3403339   +         975       
3403587   -         303       
3405291   +         471       
3405374   -         474       
3405772   +         1350      
3405936   -         945       
3406917   -         339       
3407456   +         1458      
3408925   +         882       
3409019   -         459       
3410135   +         966       
3410467   -         468       
3411508   +         885       
3412657   -         663       
3413719   +         1158      
3413880   -         543       
3414888   +         3105      
3417658   -         345       
3419238   +         684       
3419971   +         1200      
3421177   +         1107      
3421938   -         516       
3422291   +         759       
3423110   +         321       
3429149   +         1590      
3429277   -         1458      
3430750   +         1290      
3431058   -         867       
3432035   -         1152      
3432309   +         717       
3433357   -         1398      
3434852   +         567       
3435419   -         636       
3436586   -         591       
3437219   -         672       
3437900   -         1065      
3437928   +         339       
3438282   +         426       
3439004   -         774       
3439873   +         477       
3440582   +         1896      
3441121   -         702       
3442565   +         438       
3442587   -         345       
3443105   +         756       
3443903   -         378       
3444001   +         816       
3444936   +         1011      
3446355   -         540       
3447107   -         4140      
3447651   +         1995      
3449697   +         1542      
3451407   -         4062      
3451498   +         2889      
3455755   -         366       
3456187   -         498       
3456975   +         1314      
3457097   -         705       
3457805   -         429       
3458392   -         546       
3458939   -         384       
3459552   -         1185      
3459778   +         975       
3461634   +         972       
3462633   -         876       
3463595   -         1029      
3464757   +         327       
3470395   -         384       
3471197   -         1887      
3473411   +         1101      
3474909   -         705       
3475845   -         414       
3475891   +         1401      
3476742   -         414       
3477273   -         948       
3478457   -         1374      
3478915   +         306       
3479891   -         777       
3479952   +         363       
3480675   -         1005      
3481795   +         1191      
3482454   -         312       
3482981   -         339       
3483051   +         315       
3483583   +         2652      
3486416   +         1734      
3487129   -         525       
3488364   +         852       
3489201   -         342       
3489544   -         558       
3489972   +         366       
3490388   -         2298      
3492150   +         591       
3492736   -         321       
3493071   -         1080      
3493774   +         321       
3494359   -         609       
3494460   +         2502      
3496252   -         339       
3496973   +         663       
3497646   +         1104      
3498137   -         750       
3499024   +         618       
3499667   -         906       
3500665   -         2181      
3501204   +         318       
3503174   -         891       
3503727   +         549       
3504413   -         2433      
3504560   +         348       
3506848   -         1305      
3507424   +         369       
3508148   +         456       
3508787   +         609       
3509799   +         2271      
3510395   -         483       
3511143   -         393       
3511757   -         366       
3512258   +         993       
3513447   +         855       
3513824   -         498       
3514475   +         450       
3514934   +         1332      
3515763   -         339       
3516332   +         927       
3517272   -         507       
3517351   +         486       
3518591   +         846       
3519438   +         1530      
3519452   -         351       
3520973   +         1140      
3521298   -         486       
3522209   +         747       
3522959   -         429       
3523925   -         441       
3524467   +         600       
3525174   +         768       
3525995   -         756       
3526134   +         333       
3526857   -         990       
3527353   +         306       
3528166   -         1023      
3528431   +         543       
3529309   -         903       
3530360   -         504       
3531011   +         699       
3531769   +         1311      
3532587   -         411       
3533184   -         705       
3534007   -         990       
3534105   +         513       
3535250   -         627       
3535356   +         552       
3536156   +         1035      
3536326   -         426       
3537186   -         489       
3537319   +         366       
3538108   -         837       
3539233   +         1470      
3540807   +         1152      
3541343   -         321       
3542337   +         897       
3543243   +         315       
3543858   +         447       
3544315   +         1452      
3545939   +         888       
3546099   -         378       
3547372   +         1203      
3548623   -         1056      
3549786   +         411       
3549831   -         672       
3550600   -         489       
3550859   +         588       
3551495   +         2415      
3552510   -         381       
3552925   -         525       
3553922   +         903       
3554134   -         501       
3554745   -         306       
3554950   +         507       
3555513   +         870       
3558242   -         990       
3558582   +         351       
3559662   -         780       
3560528   -         600       
3561226   -         807       
3562045   -         903       
3563110   +         897       
3563183   -         312       
3563508   -         360       
3564030   +         879       
3564238   -         324       
3564910   +         1257      
3565029   -         606       
3565746   -         336       
3566280   +         927       
3567405   +         2037      
3568355   -         828       
3569466   +         1407      
3570915   +         1404      
3572386   +         693       
3573168   -         1266      
3574535   -         981       
3575523   -         711       
3576450   -         1698      
3576694   +         1302      
3578647   +         1410      
3579072   -         1050      
3580342   +         1050      
3581403   +         1410      
3581558   -         390       
3583262   -         1374      
3583716   +         447       
3584163   +         318       
3584824   -         510       
3585952   +         597       
3586928   -         2787      
3588189   +         315       
3589147   +         342       
3590079   +         933       
3591051   -         1431      
3591851   +         429       
3592636   -         627       
3593279   -         987       
3594691   +         576       
3595389   +         387       
3595417   -         402       
3595877   +         327       
3601527   -         309       
3602064   +         429       
3602084   -         1452      
3602859   +         627       
3603574   -         543       
3604188   -         1332      
3604483   +         948       
3605710   +         2190      
3606993   -         1014      
3607909   +         1164      
3609452   -         702       
3609678   +         330       
3610199   -         1494      
3611064   +         360       
3611860   +         489       
3612344   -         795       
3613168   -         777       
3613944   +         306       
3614466   -         312       
3614814   -         1560      
3615598   +         585       
3616451   -         606       
3616617   +         303       
3617070   -         756       
3617920   -         1413      
3619488   -         762       
3619531   +         675       
3620458   +         870       
3620619   -         309       
3621366   -         2262      
3622183   +         399       
3623865   +         954       
3624705   -         720       
3625096   +         504       
3625680   -         801       
3626488   -         1023      
3627275   +         351       
3627703   +         540       
3628303   -         621       
3628887   +         342       
3628987   -         1692      
3630949   -         870       
3631966   +         486       
3632503   +         891       
3633452   +         417       
3633882   +         381       
3634304   -         951       
3634758   +         441       
3635625   +         765       
3636535   -         2163      
3636614   +         411       
3638393   +         663       
3638781   -         468       
3639497   -         735       
3639675   +         483       
3640390   -         537       
3641094   -         828       
3642345   -         486       
3642622   +         321       
3642981   -         2469      
3643594   +         333       
3644754   +         324       
3645894   +         963       
3647343   -         426       
3647615   +         1182      
3648799   +         1197      
3650674   +         1656      
3651396   -         534       
3652487   -         1236      
3654408   -         1386      
3655222   +         390       
3655984   -         741       
3656174   +         321       
3656727   -         1032      
3658076   -         969       
3659152   -         1251      
3660231   +         504       
3660404   -         1131      
3661002   +         387       
3662191   -         882       
3662708   +         381       
3663091   -         945       
3663269   +         405       
3664158   -         981       
3664198   +         741       
3665417   -         1086      
3666603   -         1047      
3667661   -         774       
3669004   -         1332      
3670534   +         393       
3670590   -         384       
3671051   +         1266      
3671482   -         411       
3672443   +         1494      
3673982   -         2073      
3674028   +         1035      
3675507   +         492       
3677235   -         1611      
3677803   +         924       
3678777   +         978       
3679805   -         1545      
3681352   -         1851      
3682238   +         360       
3683267   -         930       
3684476   -         510       
3685137   -         984       
3685201   +         435       
3686682   +         1551      
3687808   -         315       
3688256   -         339       
3688927   +         627       
3695354   +         693       
3696069   +         1428      
3697461   -         984       
3698457   -         945       
3699512   -         891       
3699789   +         384       
3700427   -         966       
3700969   +         396       
3701397   -         1506      
3702910   -         432       
3703496   -         1869      
3704004   +         363       
3705588   +         1497      
3706720   -         309       
3707105   +         1425      
3708533   -         993       
3709678   +         459       
3710226   +         444       
3711048   +         1890      
3711296   -         630       
3713018   -         312       
3713088   +         537       
3714241   +         381       
3714630   +         816       
3715856   +         408       
3715899   -         336       
3716278   +         534       
3716824   +         1542      
3718416   +         864       
3719306   +         1383      
3720684   -         597       
3720709   +         420       
3721481   +         1371      
3721777   -         351       
3723013   +         1830      
3725156   +         1041      
3726283   +         960       
3727219   -         327       
3727248   +         885       
3728315   +         774       
3729078   -         426       
3729103   +         726       
3730114   +         837       
3731084   +         1878      
3732980   +         1413      
3734461   +         1617      
3735498   -         420       
3736104   +         1170      
3736124   -         399       
3737288   +         723       
3737293   -         321       
3738071   -         588       
3738707   -         468       
3739241   -         666       
3740072   +         1338      
3740446   -         351       
3741462   -         567       
3742050   -         762       
3742943   -         792       
3743502   +         303       
3743806   -         366       
3744292   -         903       
3744921   +         465       
3745226   -         1176      
3745648   +         432       
3746533   -         447       
3746943   +         1017      
3747254   -         357       
3747996   -         984       
3749070   -         1431      
3749208   +         522       
3750623   +         1017      
3750934   -         357       
3752203   +         333       
3752222   -         1365      
3753692   -         1647      
3754296   +         738       
3756755   +         1335      
3757669   -         333       
3758094   +         1101      
3758195   -         342       
3759527   +         741       
3760296   +         2415      
3762950   +         399       
3763463   +         813       
3764320   -         774       
3765140   -         588       
3765255   +         690       
3766127   +         693       
3766679   -         393       
3767037   +         384       
3767462   +         1104      
3768640   +         1338      
3769973   -         1083      
3770484   +         492       
3771103   +         1251      
3771354   -         309       
3772354   -         408       
3772993   +         414       
3773512   +         435       
3774118   +         1686      
3775799   -         717       
3776551   +         1368      
3777560   -         336       
3777943   +         486       
3778491   +         576       
3779238   -         894       
3780299   +         1716      
3781360   -         315       
3782038   +         1467      
3783550   -         450       
3784108   +         348       
3784804   +         498       
3785308   -         1185      
3785460   +         402       
3787149   -         483       
3787631   +         1689      
3788731   -         333       
3789689   +         591       
3790390   +         1392      
3791339   -         387       
3791788   +         1323      
3793248   +         1392      
3794684   -         1767      
3794913   +         435       
3796614   +         1347      
3796693   -         354       
3797986   +         480       
3798485   -         345       
3798628   +         1239      
3800422   +         819       
3801243   -         924       
3802277   -         1185      
3804429   +         1440      
3805878   +         2319      
3808248   -         1710      
3809054   +         408       
3810078   -         1392      
3811750   +         1206      
3811754   -         333       
3812535   -         504       
3813123   -         2082      
3814106   +         363       
3815210   -         690       
3815610   +         1890      
3815906   -         1935      
3818363   -         624       
3819242   +         1686      
3820923   -         666       
3821830   -         837       
3822875   -         864       
3823068   +         345       
3823866   +         687       
3824632   +         657       
3825324   -         597       
3825586   +         354       
3826463   -         1221      
3827460   +         333       
3827880   +         645       
3828973   -         357       
3829263   +         810       
3830110   -         480       
3830408   +         315       
3830597   -         1278      
3831120   +         336       
3832317   +         1035      
3833408   +         1065      
3834669   +         594       
3835299   +         936       
3836266   +         1092      
3837819   +         558       
3838740   +         693       
3839450   +         699       
3840219   +         852       
3841103   +         1074      
3842207   -         1260      
3843476   -         960       
3844439   -         1047      
3845495   -         933       
3846717   +         873       
3847864   +         1197      
3847887   -         501       
3848415   -         573       
3849070   +         1026      
3849350   -         477       
3850334   +         1035      
3851354   -         825       
3851688   +         348       
3852317   -         1284      
3852654   +         354       
3853188   +         885       
3853610   -         1545      
3855400   +         432       
3856287   +         468       
3856289   -         453       
3856775   +         999       
3857200   -         447       
3857853   +         822       
3858158   -         393       
3858726   -         474       
3859397   -         1119      
3859420   +         513       
3860082   +         336       
3860584   -         693       
3861360   -         1683      
3863387   -         363       
3864255   -         537       
3864842   -         1332      
3865029   +         363       
3865396   +         363       
3866220   -         1914      
3866797   +         705       
3867514   +         495       
3868671   +         363       
3869036   +         1137      
3869053   -         327       
3871776   -         462       
3872492   -         696       
3872928   +         441       
3873235   -         843       
3874098   -         4134      
3874684   +         495       
3875329   +         378       
3875914   +         429       
3878460   +         609       
3878557   -         375       
3879166   +         1392      
3880598   -         474       
3880659   +         1740      
