The provided genome contains 12300 ORFs with an average length of 360 nucleotides.

Location  Strand    Length    
2637142   +         468       
2637725   +         330       
2637796   -         378       
2638682   +         375       
2639092   -         339       
2639257   +         321       
2639969   +         459       
2640203   -         309       
2640455   +         324       
2641189   -         357       
2641282   +         321       
2641778   +         309       
2642041   -         309       
2642419   -         348       
2642752   +         573       
2642931   -         408       
2643362   -         315       
2643750   +         381       
2644104   -         351       
2644454   +         369       
2644898   +         603       
2645416   -         318       
2645693   +         489       
2646177   -         315       
2646414   +         327       
2646945   +         408       
2647209   -         306       
2647596   +         726       
2648616   +         579       
2649558   +         333       
2649921   +         351       
2649970   -         387       
2650316   +         330       
2650626   -         324       
2651461   +         342       
2651785   -         303       
2652087   +         411       
2652482   -         327       
2652812   -         318       
2652882   +         495       
2653372   -         345       
2653624   +         441       
2653730   -         393       
2654368   -         366       
2654757   -         366       
2654795   +         315       
2655410   -         384       
2655713   +         342       
2656284   +         375       
2657194   +         351       
2657385   -         345       
2657890   -         363       
2658212   +         324       
2658486   -         339       
2659138   +         1044      
2659235   -         303       
2660083   -         396       
2660241   +         309       
2660545   -         327       
2660786   +         321       
2661269   -         330       
2661593   +         351       
2662357   +         456       
2662623   -         378       
2663015   +         345       
2663286   -         306       
2663642   -         306       
2663738   +         306       
2663961   -         315       
2664299   +         354       
2664406   -         354       
2664802   -         417       
2664867   +         333       
2665368   +         381       
2665475   -         375       
2665849   +         333       
2666393   -         378       
2667040   -         327       
2667112   +         303       
2667939   +         345       
2668273   -         357       
2668629   +         360       
2668732   -         351       
2669111   -         432       
2669708   +         357       
2670223   -         369       
2671203   +         345       
2671638   -         342       
2671833   +         507       
2672254   -         312       
2672351   +         330       
2672710   +         303       
2673024   +         306       
2673337   +         366       
2674128   +         420       
2674482   -         456       
2674638   +         303       
2675179   -         327       
2675413   +         753       
2675774   -         303       
2676301   +         318       
2676826   -         360       
2676860   +         525       
2677314   -         321       
2677964   -         309       
2678076   +         387       
2679158   +         402       
2679908   -         324       
2680356   +         318       
2680728   +         309       
2681111   -         315       
2681432   -         306       
2681939   -         378       
2682092   +         621       
2682675   -         333       
2682912   +         369       
2683178   -         330       
2683635   +         477       
2684149   -         312       
2684445   +         345       
2685194   -         399       
2685686   +         306       
2685801   -         327       
2686063   +         441       
2686519   +         321       
2686898   +         315       
2687620   +         348       
2687909   -         504       
2688152   +         399       
2688720   -         303       
2689002   +         414       
2689335   -         330       
2689902   -         306       
2690353   +         342       
2690492   -         306       
2691494   +         549       
2692038   -         318       
2692362   -         360       
2693124   +         312       
2693507   -         324       
2693909   -         345       
2693949   +         351       
2694375   +         366       
2694937   -         357       
2695296   -         330       
2695745   -         318       
2695775   +         306       
2696332   +         318       
2696721   +         333       
2696865   -         366       
2697158   +         363       
2697668   -         303       
2697786   +         450       
2698331   -         303       
2698556   +         312       
2698672   -         330       
2698939   +         318       
2699070   -         312       
2699331   +         309       
2699778   +         315       
2700081   -         351       
2700384   +         306       
2700851   +         432       
2701000   -         357       
2701890   +         312       
2702190   -         339       
2702216   +         378       
2702627   -         312       
2702984   +         435       
2703048   -         408       
2703591   +         321       
2703811   -         309       
2704619   +         378       
2704662   -         342       
2705197   -         327       
2705904   -         387       
2705951   +         333       
2706382   +         309       
2706395   -         489       
2707210   -         330       
2707388   +         333       
2707841   +         315       
2708123   -         330       
2708367   +         372       
2708501   -         303       
2708858   -         318       
2709419   -         330       
2709627   +         342       
2709904   -         345       
2710343   +         348       
2710411   -         432       
2710980   -         327       
2711118   +         336       
2712054   -         315       
2712524   +         363       
2712645   -         393       
2713037   +         312       
2713428   +         411       
2713879   -         378       
2714179   +         318       
2714264   -         309       
2714529   +         318       
2714842   -         327       
2715346   +         345       
2715948   -         363       
2716119   +         309       
2716405   -         435       
2716544   +         312       
2716951   -         324       
2717462   +         327       
2717502   -         324       
2717995   -         498       
2718133   +         375       
2718632   -         327       
2718833   +         342       
2719062   -         309       
2719384   -         522       
2719532   +         411       
2720500   -         336       
2720756   +         444       
2721263   -         423       
2721373   +         318       
2721937   +         345       
2722180   -         435       
2722967   +         381       
2722990   -         474       
2723572   +         303       
2724136   -         360       
2724725   +         465       
2725310   -         423       
2725507   +         471       
2725810   -         318       
2726260   -         327       
2726578   +         330       
2726839   -         309       
2726954   +         462       
2727411   -         339       
2727675   +         363       
2727923   -         306       
2728375   -         357       
2728484   +         321       
2728817   +         405       
2729060   -         357       
2729794   +         360       
2730255   -         366       
2730809   +         306       
2731126   +         333       
2731175   -         354       
2731635   +         369       
2732288   -         303       
2733039   +         420       
2733259   -         447       
2733869   +         513       
2734248   -         306       
2734468   +         318       
2735024   -         348       
2735777   -         330       
2735896   +         339       
2736288   -         330       
2736695   -         342       
2737045   +         363       
2737275   -         345       
2737579   +         372       
2737739   -         315       
2738172   +         309       
2738709   -         351       
2738815   +         321       
2739262   +         354       
2739330   -         303       
2739846   -         309       
2740127   +         318       
2740172   -         309       
2740692   +         351       
2741002   -         354       
2742079   +         324       
2742196   -         339       
2742632   +         579       
2742759   -         477       
2743303   -         303       
2743867   +         426       
2744539   -         339       
2745044   +         318       
2745301   -         393       
2745746   +         483       
2746113   -         384       
2746266   +         306       
2746563   -         405       
2747227   +         390       
2748125   -         405       
2749065   -         324       
2749363   +         318       
2750024   -         303       
2750117   +         303       
2750720   +         324       
2751029   -         366       
2751463   -         303       
2751941   +         339       
2752200   -         309       
2752642   +         318       
2752663   -         480       
2753067   +         348       
2753420   -         321       
2753536   +         414       
2753845   -         324       
2753989   +         330       
2754239   -         315       
2754553   +         318       
2754775   -         312       
2755315   -         339       
2755612   +         306       
2755975   +         306       
2756104   -         306       
2756552   -         333       
2757242   -         336       
2757478   +         315       
2757835   -         312       
2757952   +         351       
2758165   -         312       
2758661   -         345       
2758679   +         372       
2759198   -         447       
2759493   +         303       
2759667   -         378       
2760943   -         342       
2761284   +         402       
2761696   -         522       
2761874   +         312       
2762598   -         306       
2763009   -         309       
2763240   +         309       
2763667   +         339       
2763900   -         333       
2764531   -         303       
2764552   +         309       
2765010   -         333       
2765275   +         306       
2765594   +         345       
2765802   -         315       
2766422   +         312       
2766458   -         309       
2766775   -         339       
2766993   +         378       
2767233   -         327       
2767578   -         474       
2768553   -         327       
2768671   +         390       
2769351   -         372       
2769501   +         303       
2769858   -         390       
2770146   +         333       
2770285   -         327       
2770555   +         312       
2770811   -         351       
2770893   +         342       
2771275   +         306       
2772282   +         330       
2772711   -         324       
2773465   -         312       
2773573   +         348       
2773814   -         414       
2774016   +         336       
2774388   +         363       
2774608   -         435       
2774948   +         345       
2775166   -         414       
2775343   +         387       
2775804   -         306       
2775985   +         444       
2776335   -         432       
2777179   +         378       
2777671   +         324       
2778083   +         321       
2778433   +         312       
2779744   +         306       
2780054   +         360       
2780467   +         456       
2781078   +         321       
2781507   -         357       
2781695   +         369       
2782095   -         303       
2782156   +         321       
2782807   +         303       
2782900   -         306       
2783149   +         354       
2783706   +         303       
2784134   +         306       
2784662   +         336       
2785053   +         333       
2785154   -         303       
2785605   -         324       
2785670   +         303       
2786219   +         303       
2786969   +         342       
2787295   -         306       
2787690   -         498       
2787862   +         363       
2788668   -         549       
2788988   +         351       
2789574   +         333       
2789982   +         360       
2790648   -         309       
2791360   +         417       
2791455   -         330       
2792062   -         870       
2792963   -         303       
2793341   -         342       
2793658   +         333       
2793986   -         327       
2794508   -         456       
2794703   +         327       
2795114   +         369       
2795662   +         306       
2795728   -         312       
2796456   +         474       
2796638   -         321       
2797122   -         321       
2797673   -         315       
2797987   +         378       
2798360   -         366       
2798495   +         315       
2798797   -         321       
2799117   +         342       
2799473   +         396       
2799815   -         492       
2800318   +         351       
2800473   -         378       
2801939   -         360       
2801970   +         333       
2802493   +         312       
2802719   -         636       
2803098   +         303       
2803690   -         372       
2804455   -         360       
2804629   +         309       
2805008   -         387       
2805169   +         303       
2805433   -         363       
2806547   -         339       
2806664   +         309       
2807215   +         315       
2807531   -         390       
2807995   -         324       
2808049   +         339       
2808351   -         366       
2808628   +         345       
2809029   -         390       
2809301   +         309       
2809640   -         324       
2809703   +         384       
2810962   +         411       
2811029   -         312       
2811456   +         366       
2811539   -         423       
2811876   +         336       
2812130   -         336       
2812651   -         342       
2812953   +         408       
2813177   -         303       
2813498   +         312       
2814125   +         387       
2814439   -         342       
2814958   -         321       
2815141   +         324       
2815816   +         333       
2816085   -         333       
2816323   +         312       
2816427   -         366       
2816788   +         327       
2817056   -         309       
2817128   +         312       
2817554   -         306       
2817884   +         408       
2818544   +         330       
2819302   +         345       
2819912   -         399       
2820334   +         336       
2820597   -         363       
2821280   +         1008      
2821363   -         456       
2821830   -         312       
2822165   -         333       
2822543   +         345       
2822974   -         306       
2823358   +         324       
2823480   -         414       
2824065   -         330       
2824208   +         387       
2824626   -         420       
2824819   +         348       
2825269   -         408       
2825481   +         459       
2825840   -         306       
2826087   +         303       
2826493   -         306       
2826619   +         321       
2826921   -         315       
2827304   -         306       
2827759   +         345       
2827847   -         309       
2828315   +         327       
2828387   -         306       
2829336   +         378       
2829348   -         324       
2829849   +         378       
2830649   -         381       
2830727   +         306       
2831592   -         306       
2831670   +         318       
2832216   +         360       
2832312   -         399       
2832854   -         360       
2833430   -         369       
2833806   +         348       
2833844   -         354       
2834305   +         447       
2834810   -         327       
2835203   -         312       
2835475   +         342       
2836209   +         330       
2836390   -         339       
2836880   -         378       
2836906   +         363       
2837675   +         336       
2837690   -         384       
2838032   +         324       
2838392   -         354       
2838900   -         312       
2839315   +         312       
2839430   -         717       
2839672   +         330       
2840567   -         333       
2841084   +         327       
2841313   -         402       
2841839   +         387       
2842315   +         309       
2842829   +         312       
2842891   -         375       
2844190   -         333       
2844670   +         309       
2845076   +         696       
2845560   -         303       
2845932   +         327       
2846351   +         363       
2846413   -         312       
2846741   -         327       
2847601   +         315       
2847667   -         393       
2848011   +         399       
2848113   -         399       
2848632   +         357       
2849230   -         354       
2849668   +         339       
2850093   +         408       
2850221   -         306       
2850694   -         372       
2850776   +         459       
2851617   -         639       
2851741   +         357       
2852357   +         564       
2852601   -         399       
2853135   -         324       
2853533   +         318       
2853950   +         315       
2854351   +         411       
2854521   -         333       
2854868   -         345       
2855242   -         468       
2855364   +         381       
2856265   -         474       
2856557   +         339       
2856891   -         306       
2857207   -         327       
2857582   -         330       
2858104   -         318       
2858466   +         333       
2858495   -         321       
2858980   +         411       
2859074   -         324       
2859998   +         321       
2860105   -         405       
2860624   -         345       
2860780   +         306       
2861345   -         420       
2861764   +         312       
2861802   -         333       
2862325   -         360       
2862554   +         312       
2862847   -         327       
2863101   +         306       
2863367   -         336       
2863777   +         336       
2863867   -         372       
2864312   -         309       
2864370   +         336       
2864653   -         327       
2865088   -         357       
2865106   +         324       
2865647   +         351       
2866139   -         312       
2866456   +         867       
2866978   -         369       
2867466   -         318       
2867739   +         384       
2868168   -         432       
2868260   +         330       
2868751   -         309       
2868923   +         309       
2869391   -         303       
2869745   -         315       
2870230   -         369       
2870438   +         483       
2870679   -         396       
2871147   -         351       
2871927   +         648       
2872112   -         324       
2872637   +         321       
2872735   -         315       
2873123   +         396       
2873314   -         372       
2873788   -         321       
2873798   +         411       
2874444   +         390       
2874891   -         327       
2875217   +         306       
2875788   -         363       
2876168   -         348       
2876373   +         405       
2876834   +         348       
2876911   -         348       
2877510   -         564       
2877805   +         339       
2878209   +         330       
2878657   -         318       
2879399   -         321       
2879447   +         327       
2880138   +         330       
2880427   -         324       
2880725   +         348       
2880907   -         324       
2881230   +         321       
2881544   -         333       
2881879   +         318       
2882410   +         324       
2882513   -         318       
2883335   -         309       
2883718   +         309       
2883809   -         321       
2884335   +         330       
2884736   -         306       
2884777   +         375       
2885045   -         378       
2885543   -         312       
2885578   +         321       
2885931   +         318       
2885937   -         318       
2886359   +         315       
2886856   -         351       
2887039   +         318       
2887747   +         363       
2888216   +         435       
2888441   -         324       
2888694   +         345       
2889752   +         333       
2890159   +         315       
2890563   +         330       
2890990   -         324       
2891093   +         330       
2891579   -         318       
2891666   +         315       
2892219   -         402       
2892556   +         333       
2892695   -         336       
2892938   +         309       
2893176   -         312       
2893263   +         396       
2893764   -         321       
2893779   +         309       
2894196   +         465       
2894501   -         381       
2894891   +         309       
2894999   -         333       
2895204   +         318       
2895429   -         312       
2895817   +         327       
2896125   -         495       
2896681   -         591       
2897250   +         390       
2897400   -         312       
2897745   -         366       
2898139   +         324       
2898729   -         315       
2898830   +         348       
2899235   +         378       
2899328   -         309       
2899999   +         318       
2900246   -         471       
2900347   +         354       
2901019   +         321       
2901205   -         468       
2901580   +         303       
2901923   -         432       
2902153   +         306       
2902665   +         513       
2902672   -         474       
2903149   -         339       
2903315   +         363       
2903637   -         348       
2903811   +         387       
2904399   +         351       
2904549   -         342       
2905691   +         402       
2906005   -         345       
2907147   +         381       
2907159   -         339       
2907647   +         309       
2908029   -         363       
2908479   +         357       
2908716   -         333       
2909054   +         333       
2909538   -         342       
2909635   +         306       
2910021   +         414       
2911016   +         327       
2911390   -         333       
2911831   +         315       
2911933   -         318       
2912391   +         501       
2912487   -         330       
2913143   +         324       
2913607   +         375       
2914014   -         324       
2914314   +         324       
2914533   -         417       
2914979   -         321       
2915362   +         339       
2916315   -         456       
2916610   +         342       
2917223   -         306       
2917853   -         321       
2917979   +         531       
2918248   -         372       
2918669   +         465       
2919268   -         318       
2919343   +         351       
2920229   -         333       
2920232   +         333       
2920953   -         324       
2921061   +         357       
2921353   -         324       
2921819   +         480       
2922102   -         312       
2922334   +         315       
2922575   -         318       
2922968   +         468       
2923619   -         405       
2923639   +         318       
2923991   +         315       
2924316   -         351       
2924716   +         375       
2925434   -         444       
2925460   +         321       
2926074   -         321       
2926520   +         321       
2926857   -         1428      
2927622   +         387       
2928689   +         357       
2929087   -         318       
2929501   -         459       
2929674   +         303       
2930167   -         345       
2931166   +         444       
2931172   -         318       
2931636   +         345       
2931696   -         309       
2932183   +         306       
2932292   -         336       
2932767   +         396       
2933156   -         378       
2933192   +         339       
2933893   -         318       
2934035   +         405       
2934279   -         366       
2935028   -         342       
2936030   +         306       
2936216   -         348       
2936377   +         456       
2936810   -         405       
2937050   +         306       
2937363   +         318       
2937619   -         369       
2937987   +         312       
2938606   +         381       
2938657   -         318       
2939396   -         369       
2939663   +         324       
2939895   -         471       
2940550   +         318       
2941089   -         375       
2941239   +         342       
2941670   -         306       
2941698   +         309       
2942289   +         345       
2942492   -         339       
2942853   +         318       
2942864   -         360       
2943426   +         312       
2943765   -         354       
2943793   +         420       
2944160   -         315       
2944474   +         324       
2945354   +         321       
2945850   -         339       
2945899   +         342       
2946872   +         447       
2947484   -         336       
2948142   -         348       
2948699   -         324       
2948715   +         366       
2949134   -         378       
2949254   +         309       
2949711   +         423       
2949826   -         345       
2950353   +         360       
2950497   -         372       
2950783   +         465       
2951303   +         510       
2951753   -         327       
2952409   +         591       
2952758   -         339       
2953556   -         312       
2953599   +         399       
2954339   -         333       
2954811   +         414       
2955683   +         318       
2955996   -         306       
2956263   +         381       
2956701   +         333       
2956732   -         318       
2957260   -         393       
2957277   +         387       
2957982   +         312       
2958343   -         327       
2958543   +         357       
2958868   -         372       
2959011   +         585       
2959843   -         336       
2960153   +         363       
2960939   -         324       
2961170   +         321       
2961519   -         324       
2961680   +         333       
2962190   +         384       
2962262   -         309       
2963218   -         348       
2963367   +         306       
2963716   +         387       
2963996   -         471       
2964638   -         330       
2964834   +         417       
2965201   -         336       
2965692   +         324       
2966167   +         324       
2966571   +         444       
2966953   -         306       
2967317   -         303       
2968001   -         318       
2968131   +         330       
2968666   -         345       
2968807   +         324       
2969215   +         333       
2969270   -         351       
2969843   -         318       
2970171   -         309       
2970225   +         312       
2970557   -         306       
2970596   +         309       
2970988   -         303       
2971186   +         357       
2971514   -         369       
2972011   +         453       
2972126   -         465       
2972585   +         522       
2972751   -         375       
2973312   -         321       
2973711   +         333       
2974454   +         369       
2974824   -         432       
2974951   +         372       
2975318   -         336       
2976209   -         324       
2976324   +         387       
2976836   -         303       
2976993   +         303       
2977585   -         333       
2977643   +         441       
2978118   -         396       
2978373   +         342       
2978647   -         402       
2979245   +         366       
2980012   +         312       
2980317   -         336       
2980807   -         327       
2981120   +         315       
2981654   -         315       
2981934   +         360       
2982145   -         354       
2982379   +         417       
2982795   -         348       
2983160   +         351       
2983546   +         375       
2984113   +         309       
2984331   -         336       
2984487   +         384       
2985167   +         312       
2985459   -         321       
2986224   +         339       
2986482   -         327       
2986586   +         330       
2987265   +         333       
2987320   -         324       
2987953   -         303       
2988390   +         327       
2989062   -         318       
2989203   +         327       
2989673   -         453       
2990313   +         306       
2990598   -         321       
2990923   -         465       
2990968   +         354       
2992070   -         315       
2992480   -         360       
2992585   +         312       
2993059   -         375       
2993094   +         306       
2994467   -         306       
2994474   +         330       
2994847   +         348       
2995600   +         315       
2996140   +         375       
2996344   -         360       
2996686   +         315       
2996786   -         312       
2997333   -         366       
2997466   +         315       
2997837   -         330       
2997966   +         339       
2998339   +         402       
2998345   -         312       
2998997   +         327       
2999202   -         363       
2999672   +         414       
3000140   -         501       
3000266   +         426       
3000798   -         309       
3001548   +         342       
3001594   -         324       
3002203   -         324       
3002288   +         354       
3002666   +         471       
3003405   -         360       
3003815   +         321       
3004227   -         333       
3004490   +         432       
3004757   -         318       
3005269   -         462       
3005730   +         315       
3006465   -         753       
3006738   +         312       
3007843   -         318       
3008199   -         342       
3008349   +         348       
3008545   -         315       
3008867   -         321       
3009325   +         339       
3009587   -         342       
3009687   +         417       
3009967   -         387       
3010253   +         309       
3010513   -         357       
3010918   -         309       
3010921   +         462       
3011833   +         342       
3012017   -         303       
3012336   +         375       
3012906   +         453       
3012942   -         321       
3013788   -         309       
3013872   +         324       
3014232   +         345       
3014823   -         420       
3015039   +         381       
3015636   -         324       
3016806   -         342       
3016872   +         390       
3017350   -         468       
3017768   +         345       
3017835   -         342       
3018170   +         462       
3018795   -         348       
3019153   +         303       
3019301   -         327       
3019655   -         324       
3020166   -         330       
3020208   +         303       
3020860   -         360       
3021219   +         327       
3021280   -         405       
3021727   -         420       
3021870   +         309       
3022356   -         444       
3022561   +         333       
3023023   +         306       
3023261   -         306       
3023684   +         510       
3024277   -         318       
3024577   +         306       
3024978   -         327       
3025366   +         321       
3025449   -         309       
3025774   -         309       
3026025   +         432       
3026266   -         318       
3026510   +         303       
3026913   -         408       
3026942   +         306       
3027501   +         330       
3028448   -         327       
3028890   +         528       
3028934   -         321       
3029803   +         381       
3030265   +         438       
3030421   -         303       
3030733   +         444       
3031362   -         348       
3031858   -         444       
3032309   +         306       
3033147   -         339       
3033525   -         318       
3033699   +         1179      
3034632   -         306       
3035260   -         411       
3035665   +         537       
3036261   +         369       
3036526   -         327       
3037194   -         309       
3037378   +         336       
3037987   +         330       
3038059   -         303       
3038411   +         333       
3038860   -         315       
3039697   +         330       
3040424   +         306       
3040541   -         375       
3041027   -         303       
3041435   +         309       
3041544   -         381       
3041934   +         330       
3042118   -         306       
3042575   +         357       
3043011   -         345       
3043437   -         354       
3044465   -         417       
3044520   +         303       
3044959   +         504       
3045002   -         303       
3046052   -         372       
3046726   +         324       
3047158   +         429       
3047297   -         309       
3047696   +         309       
3047777   -         384       
3048286   -         384       
3048669   +         318       
3049030   -         333       
3049614   +         444       
3049867   -         330       
3050665   +         387       
3050752   -         309       
3051207   +         429       
3051812   -         510       
3051823   +         342       
3052514   -         471       
3052916   +         369       
3053326   -         309       
3053636   -         330       
3053928   +         303       
3054459   -         351       
3054650   +         378       
3055236   -         366       
3055281   +         309       
3055659   +         321       
3056189   +         303       
3056797   -         312       
3057116   -         306       
3057166   +         660       
3057610   -         339       
3058000   +         354       
3058067   -         366       
3058513   -         339       
3058788   +         339       
3058896   -         345       
3059243   +         309       
3059306   -         303       
3060120   -         444       
3060305   +         405       
3060651   -         384       
3061060   -         369       
3061597   +         345       
3061646   -         366       
3062288   +         351       
3062765   -         423       
3063216   -         306       
3063361   +         306       
3064730   -         318       
3064848   +         321       
3065662   -         303       
3065727   +         303       
3066506   -         312       
3066606   +         312       
3067093   +         324       
3067773   +         318       
3068250   +         318       
3068657   +         306       
3068840   -         318       
3069269   -         330       
3069282   +         306       
3069604   -         348       
3069899   +         1398      
3070008   -         372       
3071034   -         357       
3071841   -         333       
3072173   +         315       
3072300   -         417       
3073030   +         324       
3073079   -         387       
3073766   +         354       
3074172   +         363       
3074464   -         303       
3074582   +         363       
3075170   +         357       
3075522   -         384       
3075906   -         345       
3075919   +         339       
3076290   +         318       
3077110   +         306       
3077378   -         396       
3077846   -         327       
3078052   +         390       
3078498   -         324       
3078821   +         318       
3079035   -         339       
3079635   +         651       
3080004   -         396       
3080724   +         366       
3080881   -         390       
3081619   +         342       
3082046   +         351       
3082440   -         303       
3082765   -         309       
3082844   +         318       
3083229   +         324       
3083566   -         306       
3084018   +         381       
3084328   -         315       
3084650   +         327       
3084793   -         429       
3085776   -         372       
3086006   +         312       
3086386   -         324       
3086391   +         363       
3087073   +         312       
3087084   -         363       
3087446   +         429       
3087852   -         384       
3088293   +         324       
3088571   -         477       
3088665   +         339       
3089156   -         438       
3089603   +         318       
3090640   -         363       
3090775   +         306       
3091981   +         408       
3092033   -         336       
3092436   +         351       
3092930   -         306       
3093257   -         399       
3093987   +         414       
3093994   -         318       
3094405   +         324       
3094818   -         333       
3094963   +         315       
3095472   -         576       
3095979   +         330       
3096776   -         408       
3097074   +         390       
3097496   +         420       
3097904   -         306       
3098097   +         393       
3098698   -         309       
3098728   +         468       
3099415   -         342       
3099539   +         504       
3100043   -         354       
3100547   +         345       
3101106   +         390       
3101548   -         390       
3101767   +         321       
3102210   -         402       
3102289   +         330       
3102742   +         348       
3102959   -         423       
3103620   -         336       
3103974   -         369       
3104206   +         363       
3104576   +         351       
3104670   -         303       
3105009   -         324       
3105124   +         303       
3105518   +         342       
3105615   -         345       
3106141   +         309       
3106455   +         363       
3107081   +         318       
3107605   -         309       
3107870   +         303       
3108193   -         312       
3108364   +         327       
3108919   +         309       
3109006   -         354       
3109372   -         375       
3109781   +         306       
3110001   -         318       
3110377   +         366       
3110498   -         417       
3110882   +         348       
3111473   -         357       
3111725   +         357       
3112084   -         309       
3112184   +         306       
3112513   +         387       
3112620   -         303       
3112997   -         363       
3113166   +         333       
3113688   +         333       
3113857   -         363       
3114219   +         345       
3114229   -         309       
3115158   +         414       
3115567   -         357       
3116189   +         336       
3116710   +         348       
3117061   +         648       
3117544   -         312       
3117791   +         303       
3118160   +         348       
3118428   -         402       
3118886   +         456       
3119385   -         327       
3119607   +         363       
3120132   +         303       
3121751   +         303       
3122330   +         429       
3122675   -         324       
3122980   +         318       
3123514   +         330       
3123646   -         342       
3123903   +         348       
3124099   -         306       
3124288   +         381       
3124915   -         309       
3125021   +         309       
3125463   -         339       
3126537   -         315       
3126594   +         345       
3127010   -         387       
3127459   -         336       
3127794   +         309       
3128548   -         306       
3128968   +         345       
3129305   -         399       
3129846   -         318       
3129937   +         309       
3130507   -         339       
3130845   +         402       
3131224   -         351       
3131278   +         582       
3131779   -         342       
3132115   +         306       
3132552   -         309       
3132759   +         423       
3132902   -         369       
3133403   -         366       
3133492   +         411       
3133772   -         318       
3134197   +         393       
3134575   -         492       
3134929   +         303       
3135318   -         666       
3135482   +         351       
3136114   -         390       
3136636   -         369       
3136786   +         312       
3137136   +         351       
3137188   -         327       
3137546   -         363       
3137917   -         516       
3138416   +         423       
3138642   -         417       
3138969   +         318       
3139213   -         321       
3139351   +         336       
3139538   -         444       
3140142   +         327       
3140500   -         333       
3141139   -         318       
3141669   +         324       
3142221   +         303       
3142581   -         324       
3142812   +         663       
3143003   -         366       
3143540   +         330       
3143605   -         345       
3144009   +         543       
3144606   -         342       
3144895   +         345       
3145382   +         312       
3145647   -         321       
3146081   -         315       
3146084   +         354       
3146648   +         330       
3146835   -         675       
3147043   +         321       
3147677   +         339       
3147726   -         405       
3148326   -         576       
3148608   +         447       
3148918   -         435       
3149419   +         327       
3149942   +         408       
3150850   -         429       
3151281   +         414       
3151333   -         333       
3151716   +         405       
3151801   -         309       
3152353   -         417       
3153004   +         327       
3153077   -         321       
3153605   -         318       
3153950   +         387       
3154073   -         429       
3154866   -         342       
3155140   +         366       
3155318   -         318       
3155635   +         315       
3155879   -         348       
3156209   +         336       
3156409   -         306       
3156733   -         339       
3156957   +         309       
3157387   -         306       
3157537   +         567       
3157707   -         369       
3158827   +         303       
3159434   +         417       
3159515   -         369       
3159906   +         309       
3160392   +         381       
3160798   +         357       
3161203   -         309       
3161300   +         318       
3161548   -         360       
3161891   +         303       
3162103   -         345       
3162604   +         318       
3163262   -         321       
3163452   +         402       
3164047   +         405       
3164390   -         303       
3164562   +         318       
3164845   -         324       
3165092   +         405       
3165915   +         432       
3166046   -         474       
3166537   -         360       
3166786   +         366       
3167033   -         303       
3167180   +         375       
3167859   +         492       
3167939   -         339       
3168642   -         420       
3168678   +         330       
3169067   -         312       
3169112   +         327       
3169583   +         306       
3170169   -         357       
3170430   +         375       
3171011   +         357       
3171451   -         348       
3171916   +         369       
3171972   -         303       
3172526   +         567       
3172724   -         306       
3174060   -         363       
3174143   +         414       
3174661   -         528       
3175248   +         333       
3175673   -         309       
3175992   +         405       
3176267   -         372       
3176642   -         306       
3176668   +         321       
3177076   +         324       
3177461   -         384       
3177908   +         345       
3178011   -         309       
3178558   -         786       
3178588   +         309       
3178902   +         312       
3179343   +         333       
3179863   -         324       
3180202   +         507       
3181039   +         315       
3181154   -         312       
3181987   -         306       
3182006   +         309       
3182326   +         342       
3182907   -         306       
3183121   +         306       
3183536   -         456       
3184140   +         336       
3184216   -         411       
3184653   -         306       
3184665   +         330       
3185184   -         315       
3185778   -         312       
3186108   -         336       
3186460   +         315       
3186507   -         303       
3186982   -         336       
3187171   +         315       
3187981   -         333       
3188048   +         474       
3188327   -         342       
3188716   +         306       
3188971   -         423       
3189662   +         312       
3189903   -         330       
3190050   +         303       
3190486   +         306       
3190677   -         312       
3190845   +         378       
3191369   -         345       
